observations,r1,r2
10471,,
10472,,
10473,,
10474,,
10475,,
10476,,
10477,,
10478,,
10479,,
1048,-1.4633910859747745,0.07115701271151843
10480,,
10481,,
10482,,
10483,,
10484,,
10485,,
10486,,
10487,,
10488,,
10489,,
1049,-0.8457599257354671,0.06918164580766972
10490,,
10491,,
10492,,
10493,,
10494,,
10495,,
10496,,
10497,,
10498,,
10499,,
105,-0.8062339312153477,0.0297414561541674
1050,-0.3941456481146447,0.07757251086931898
10500,,
10501,,
10502,,
10503,,
10504,,
10505,,
10506,,
10507,,
10508,,
10509,,
1051,-1.1409875537382943,-0.07661393061522603
10510,,
10511,,
10512,,
10513,,
10514,,
10515,,
10516,,
10517,,
10518,,
10519,,
1052,-0.7184514179708196,-0.10251847428701522
10520,,
10521,,
10522,,
10523,,
10524,,
10525,,
10526,,
10527,,
10528,,
10529,,
1053,-1.625345718500237,-0.6255114475353994
10530,,
10531,,
10532,,
10533,,
10534,,
10535,,
10536,,
10537,,
10538,,
10539,,
1054,-0.6994285052264091,0.07538347540807504
10540,,
10541,,
10542,,
10543,,
10544,,
10545,,
10546,,
10547,,
10548,,
10549,,
1055,-0.5120037687725885,0.06949723100521453
10550,,
10551,,
10552,,
10553,,
10554,,
10555,,
10556,,
10557,,
10558,,
10559,,
1056,-0.6652430816920334,0.08057172761394457
10560,,
10561,,
10562,,
10563,,
10564,,
10565,,
10566,,
10567,,
10568,,
10569,,
1057,-0.6605804032282241,-0.6299962850231081
10570,,
10571,,
10572,,
10573,,
10574,,
10575,,
10576,,
10577,,
10578,,
10579,,
1058,-0.33631138982969333,0.021824001422009034
10580,,
10581,,
10582,,
10583,,
10584,,
10585,,
10586,,
10587,,
10588,,
10589,,
1059,-3.493714251661588,0.07433762115118026
10590,,
10591,,
10592,,
10593,,
10594,,
10595,,
10596,,
10597,,
10598,,
10599,,
106,-0.3170492512586794,-0.6485728710161676
1060,-0.32295145840069794,-0.635568171630833
10600,,
10601,,
10602,,
10603,,
10604,,
10605,,
10606,,
10607,,
10608,,
10609,,
1061,-0.47090161968341193,-0.7844269758841522
10610,,
10611,,
10612,,
10613,,
10614,,
10615,,
10616,,
10617,,
10618,,
10619,,
1062,-0.3253552445032594,-0.24541493883722237
10620,,
10621,,
10622,,
10623,,
10624,,
10625,,
10626,,
10627,,
10628,,
10629,,
1063,-0.31436853484073923,-0.05847666239964966
10630,,
10631,,
10632,,
10633,,
10634,,
10635,,
10636,,
10637,,
10638,,
10639,,
1064,-1.3628357627041718,0.08069468762742328
10640,,
10641,,
10642,,
10643,,
10644,,
10645,,
10646,,
10647,,
10648,,
10649,,
1065,-0.3280888552766591,-0.059413567549007645
10650,,
10651,,
10652,,
10653,,
10654,,
10655,,
10656,,
10657,,
10658,,
10659,,
1066,-0.5131097897881128,-0.2654800446085439
10660,,
10661,,
10662,,
10663,,
10664,,
10665,,
10666,,
10667,,
10668,,
10669,,
1067,-0.6496006776197019,-0.0019814646983137146
10670,,
10671,,
10672,,
10673,,
10674,,
10675,,
10676,,
10677,,
10678,,
10679,,
1068,-0.3574175539011372,0.07445296181491975
10680,,
10681,,
10682,,
10683,,
10684,,
10685,,
10686,,
10687,,
10688,,
10689,,
1069,-1.2179418518474967,0.03999075689171731
10690,,
10691,,
10692,,
10693,,
10694,,
10695,,
10696,,
10697,,
10698,,
10699,,
107,-1.2681426376975884,-1.3540718646844745
1070,-0.3149744798150203,-0.9774637473342499
10700,,
10701,,
10702,,
10703,,
10704,,
10705,,
10706,,
10707,,
10708,,
10709,,
1071,-0.4462485942821792,-0.2836639727118054
10710,,
10711,,
10712,,
10713,,
10714,,
10715,,
10716,,
10717,,
10718,,
10719,,
1072,-0.3547849305803822,-1.9995464295373537
10720,,
10721,,
10722,,
10723,,
10724,,
10725,,
10726,,
10727,,
10728,,
10729,,
1073,-0.4094126792903551,0.05088810248764436
10730,,
10731,,
10732,,
10733,,
10734,,
10735,,
10736,,
10737,,
10738,,
10739,,
1074,-0.8483020456017524,0.07336963640938111
10740,,
10741,,
10742,,
10743,,
10744,,
10745,,
10746,,
10747,,
10748,,
10749,,
1075,-0.34943167500676603,-0.930659116989954
10750,,
10751,,
10752,,
10753,,
10754,,
10755,,
10756,,
10757,,
10758,,
10759,,
1076,-0.9894208067270343,-0.08158488525526858
10760,,
10761,,
10762,,
10763,,
10764,,
10765,,
10766,,
10767,,
10768,,
10769,,
1077,-0.8308749637899999,0.07824903212114273
10770,,
10771,,
10772,,
10773,,
10774,,
10775,,
10776,,
10777,,
10778,,
10779,,
1078,-0.786114140356677,-0.5274303748051187
10780,,
10781,,
10782,,
10783,,
10784,,
10785,,
10786,,
10787,,
10788,,
10789,,
1079,-0.3661571345903346,-0.010955614000783279
10790,,
10791,,
10792,,
10793,,
10794,,
10795,,
10796,,
10797,,
10798,,
10799,,
108,-0.6238700205011045,0.08046673192235143
1080,-0.3132917959195463,-1.10792232094246
10800,,
10801,,
10802,,
10803,,
10804,,
10805,,
10806,,
10807,,
10808,,
10809,,
1081,-0.5383712879478507,-0.3603166768990487
10810,,
10811,,
10812,,
10813,,
10814,,
10815,,
10816,,
10817,,
10818,,
10819,,
1082,-0.3509478224056007,0.07869347612008973
10820,,
10821,,
10822,,
10823,,
10824,,
10825,,
10826,,
10827,,
10828,,
10829,,
1083,-0.4826555695023823,-0.4452067560969981
10830,,
10831,,
10832,,
10833,,
10834,,
10835,,
10836,,
10837,,
10838,,
10839,,
1084,-0.79745742466374,-0.5521713276954995
10840,,
10841,,
10842,,
10843,,
10844,,
10845,,
10846,,
10847,,
10848,,
10849,,
1085,-1.169807992642117,0.07275490659742878
10850,,
10851,,
10852,,
10853,,
10854,,
10855,,
10856,,
10857,,
10858,,
10859,,
1086,-0.5006214996004263,0.030919565777897645
10860,,
10861,,
10862,,
10863,,
10864,,
10865,,
10866,,
10867,,
10868,,
10869,,
1087,-0.5874231434082567,0.07992563701515332
10870,,
10871,,
10872,,
10873,,
10874,,
10875,,
10876,,
10877,,
10878,,
10879,,
1088,-1.7943424911897736,-0.02251788083910003
10880,,
10881,,
10882,,
10883,,
10884,,
10885,,
10886,,
10887,,
10888,,
10889,,
1089,-0.3508489715225783,-0.019072114955641553
10890,,
10891,,
10892,,
10893,,
10894,,
10895,,
10896,,
10897,,
10898,,
10899,,
109,-0.7951968072415418,-0.037625086665267315
1090,-0.3246357855070108,0.0016133487838006083
10900,,
10901,,
10902,,
10903,,
10904,,
10905,,
10906,,
10907,,
10908,,
10909,,
1091,-0.49519213413506713,-0.5052435097260074
10910,,
10911,,
10912,,
10913,,
10914,,
10915,,
10916,,
10917,,
10918,,
10919,,
1092,-1.2042138360727561,0.03261291128718831
10920,,
10921,,
10922,,
10923,,
10924,,
10925,,
10926,,
10927,,
10928,,
10929,,
1093,-0.7075498209407343,-0.7754907629627036
10930,,
10931,,
10932,,
10933,,
10934,,
10935,,
10936,,
10937,,
10938,,
10939,,
1094,-0.32510966647637723,-3.9549629040483985
10940,,
10941,,
10942,,
10943,,
10944,,
10945,,
10946,,
10947,,
10948,,
10949,,
1095,-0.3318960630143343,-0.16682906738008402
10950,,
10951,,
10952,,
10953,,
10954,,
10955,,
10956,,
10957,,
10958,,
10959,,
1096,-0.6016102820544287,-0.04172532539649919
10960,,
10961,,
10962,,
10963,,
10964,,
10965,,
10966,,
10967,,
10968,,
10969,,
1097,-0.31477409289748254,0.012744571420589046
10970,,
10971,,
10972,,
10973,,
10974,,
10975,,
10976,,
10977,,
10978,,
10979,,
1098,-0.4971091747712354,-0.2976257717221378
10980,,
10981,,
10982,,
10983,,
10984,,
10985,,
10986,,
10987,,
10988,,
10989,,
1099,-1.300498935286281,-0.6116630512343981
10990,,
10991,,
10992,,
10993,,
10994,,
10995,,
10996,,
10997,,
10998,,
10999,,
11,-0.47143011457656303,0.05277215338840997
110,-0.7639886616063626,-0.9991868743054252
1100,-0.6952766036040354,0.0623321879972647
11000,,
11001,,
11002,,
11003,,
11004,,
11005,,
11006,,
11007,,
11008,,
11009,,
1101,-0.32761945818781596,-0.8681669046878437
11010,,
11011,,
11012,,
11013,,
11014,,
11015,,
11016,,
11017,,
11018,,
11019,,
1102,-0.890309269031201,-0.8966212519457736
11020,,
11021,,
11022,,
11023,,
11024,,
11025,,
11026,,
11027,,
11028,,
11029,,
1103,-1.6508424743464634,-0.42872263464507643
11030,,
11031,,
11032,,
11033,,
11034,,
11035,,
11036,,
11037,,
11038,,
11039,,
1104,-0.38989826363831953,-1.1806281492994695
11040,,
11041,,
11042,,
11043,,
11044,,
11045,,
11046,,
11047,,
11048,,
11049,,
1105,-0.31360822450666115,-0.005493044071914366
11050,,
11051,,
11052,,
11053,,
11054,,
11055,,
11056,,
11057,,
11058,,
11059,,
1106,-0.313318434431933,-0.04189830104950221
11060,,
11061,,
11062,,
11063,,
11064,,
11065,,
11066,,
11067,,
11068,,
11069,,
1107,-2.98761693725171,-0.084492623779754
11070,,
11071,,
11072,,
11073,,
11074,,
11075,,
11076,,
11077,,
11078,,
11079,,
1108,-0.9990005504768135,0.07291111139196245
11080,,
11081,,
11082,,
11083,,
11084,,
11085,,
11086,,
11087,,
11088,,
11089,,
1109,-0.34292164743560033,0.07507130928515267
11090,,
11091,,
11092,,
11093,,
11094,,
11095,,
11096,,
11097,,
11098,,
11099,,
111,-0.5727020234386901,0.07986046666717159
1110,-0.32209496825158757,-0.0310547184674633
11100,,
11101,,
11102,,
11103,,
11104,,
11105,,
11106,,
11107,,
11108,,
11109,,
1111,-1.1478084918151135,-0.3151037192018954
11110,,
11111,,
11112,,
11113,,
11114,,
11115,,
11116,,
11117,,
11118,,
11119,,
1112,-0.48387754934798877,-0.01108583715753872
11120,,
11121,,
11122,,
11123,,
11124,,
11125,,
11126,,
11127,,
11128,,
11129,,
1113,-0.34058032261834337,-1.2362795997551062
11130,,
11131,,
11132,,
11133,,
11134,,
11135,,
11136,,
11137,,
11138,,
11139,,
1114,-0.33583151380179743,-0.35726109162289044
11140,,
11141,,
11142,,
11143,,
11144,,
11145,,
11146,,
11147,,
11148,,
11149,,
1115,-2.2458913860673664,-0.4559412419122246
11150,,
11151,,
11152,,
11153,,
11154,,
11155,,
11156,,
11157,,
11158,,
11159,,
1116,-0.3740309246367493,0.03633389349008015
11160,,
11161,,
11162,,
11163,,
11164,,
11165,,
11166,,
11167,,
11168,,
11169,,
1117,-0.4687112925644348,-1.0767688416727283
11170,,
11171,,
11172,,
11173,,
11174,,
11175,,
11176,,
11177,,
11178,,
11179,,
1118,-0.47408321586768676,0.07647860129766683
11180,,
11181,,
11182,,
11183,,
11184,,
11185,,
11186,,
11187,,
11188,,
11189,,
1119,-0.42093831947261207,0.04013837347220197
11190,,
11191,,
11192,,
11193,,
11194,,
11195,,
11196,,
11197,,
11198,,
11199,,
112,-0.3213609218210672,0.08089503175344574
1120,-0.49081849025413615,-0.23998044635775967
11200,,
11201,,
11202,,
11203,,
11204,,
11205,,
11206,,
11207,,
11208,,
11209,,
1121,-1.6055565284511863,-0.5119122820009643
11210,,
11211,,
11212,,
11213,,
11214,,
11215,,
11216,,
11217,,
11218,,
11219,,
1122,-0.4127019519705366,-0.09837179853001593
11220,,
11221,,
11222,,
11223,,
11224,,
11225,,
11226,,
11227,,
11228,,
11229,,
1123,-0.4020896500807587,0.07693353319490738
11230,,
11231,,
11232,,
11233,,
11234,,
11235,,
11236,,
11237,,
11238,,
11239,,
1124,-0.33986324494633846,-0.20802584545478364
11240,,
11241,,
11242,,
11243,,
11244,,
11245,,
11246,,
11247,,
11248,,
11249,,
1125,-1.6402389060187355,-0.5062410690235876
11250,,
11251,,
11252,,
11253,,
11254,,
11255,,
11256,,
11257,,
11258,,
11259,,
1126,-0.8945809139496909,0.015663403740264426
11260,,
11261,,
11262,,
11263,,
11264,,
11265,,
11266,,
11267,,
11268,,
11269,,
1127,-0.46892644629855956,-0.2005619157887748
11270,,
11271,,
11272,,
11273,,
11274,,
11275,,
11276,,
11277,,
11278,,
11279,,
1128,-0.73664464492569,0.05137176482236057
11280,,
11281,,
11282,,
11283,,
11284,,
11285,,
11286,,
11287,,
11288,,
11289,,
1129,-1.4581796797608775,-1.8150902792864079
11290,,
11291,,
11292,,
11293,,
11294,,
11295,,
11296,,
11297,,
11298,,
11299,,
113,-1.6120895632965904,-0.14432851000999472
1130,-0.3220595012091345,-0.4571249929798792
11300,,
11301,,
11302,,
11303,,
11304,,
11305,,
11306,,
11307,,
11308,,
11309,,
1131,-2.508066866235001,-0.35756044344271004
11310,,
11311,,
11312,,
11313,,
11314,,
11315,,
11316,,
11317,,
11318,,
11319,,
1132,-2.0374245944965885,-1.1907405739442467
11320,,
11321,,
11322,,
11323,,
11324,,
11325,,
11326,,
11327,,
11328,,
11329,,
1133,-0.33932259862933223,-0.0477248043723876
11330,,
11331,,
11332,,
11333,,
11334,,
11335,,
11336,,
11337,,
11338,,
11339,,
1134,-0.9337194187135104,-0.46032202552815094
11340,,
11341,,
11342,,
11343,,
11344,,
11345,,
11346,,
11347,,
11348,,
11349,,
1135,-0.40341498018136257,-0.17243875998788294
11350,,
11351,,
11352,,
11353,,
11354,,
11355,,
11356,,
11357,,
11358,,
11359,,
1136,-2.665733941795903,0.0018394396405148339
11360,,
11361,,
11362,,
11363,,
11364,,
11365,,
11366,,
11367,,
11368,,
11369,,
1137,-0.315125601632308,-0.4000789860403081
11370,,
11371,,
11372,,
11373,,
11374,,
11375,,
11376,,
11377,,
11378,,
11379,,
1138,-0.8513812807189707,0.08028546927134646
11380,,
11381,,
11382,,
11383,,
11384,,
11385,,
11386,,
11387,,
11388,,
11389,,
1139,-0.6919581027323611,-0.5110549189860298
11390,,
11391,,
11392,,
11393,,
11394,,
11395,,
11396,,
11397,,
11398,,
11399,,
114,-1.0415177569822887,-0.7788647267190058
1140,-1.6799293566832418,-0.5509830100740344
11400,,
11401,,
11402,,
11403,,
11404,,
11405,,
11406,,
11407,,
11408,,
11409,,
1141,-0.38613412909336153,-0.738677397505554
11410,,
11411,,
11412,,
11413,,
11414,,
11415,,
11416,,
11417,,
11418,,
11419,,
1142,-0.4492843043767379,-0.12295451443430136
11420,,
11421,,
11422,,
11423,,
11424,,
11425,,
11426,,
11427,,
11428,,
11429,,
1143,-0.47137469190161296,-0.7268617200779993
11430,,
11431,,
11432,,
11433,,
11434,,
11435,,
11436,,
11437,,
11438,,
11439,,
1144,-1.1825723054444266,0.06909813431253264
11440,,
11441,,
11442,,
11443,,
11444,,
11445,,
11446,,
11447,,
11448,,
11449,,
1145,-1.4507237520634644,-0.050940063722845624
11450,,
11451,,
11452,,
11453,,
11454,,
11455,,
11456,,
11457,,
11458,,
11459,,
1146,-1.3794284352971338,-0.3669949480784855
11460,,
11461,,
11462,,
11463,,
11464,,
11465,,
11466,,
11467,,
11468,,
11469,,
1147,-0.7448158324100264,-0.1397005901115635
11470,,
11471,,
11472,,
11473,,
11474,,
11475,,
11476,,
11477,,
11478,,
11479,,
1148,-0.35591821299571547,-0.23196325532498935
11480,,
11481,,
11482,,
11483,,
11484,,
11485,,
11486,,
11487,,
11488,,
11489,,
1149,-1.1303780468540088,0.034439874302608954
11490,,
11491,,
11492,,
11493,,
11494,,
11495,,
11496,,
11497,,
11498,,
11499,,
115,-0.4414679939102196,-0.6537452545664759
1150,-0.33965602900833564,0.04040996047507592
11500,,
11501,,
11502,,
11503,,
11504,,
11505,,
11506,,
11507,,
11508,,
11509,,
1151,-0.5206086901368374,-0.18111620385467442
11510,,
11511,,
11512,,
11513,,
11514,,
11515,,
11516,,
11517,,
11518,,
11519,,
1152,-0.9494133264182245,-0.7477289423208832
11520,,
11521,,
11522,,
11523,,
11524,,
11525,,
11526,,
11527,,
11528,,
11529,,
1153,-1.7645678075233464,-0.48673938525465055
11530,,
11531,,
11532,,
11533,,
11534,,
11535,,
11536,,
11537,,
11538,,
11539,,
1154,-0.45627982815167634,-4.232033749444038
11540,,
11541,,
11542,,
11543,,
11544,,
11545,,
11546,,
11547,,
11548,,
11549,,
1155,-1.4541922269918377,0.014816140912888381
11550,,
11551,,
11552,,
11553,,
11554,,
11555,,
11556,,
11557,,
11558,,
11559,,
1156,-0.369275318360951,0.0016595821540132671
11560,,
11561,,
11562,,
11563,,
11564,,
11565,,
11566,,
11567,,
11568,,
11569,,
1157,-0.356119102633471,0.08050256065148356
11570,,
11571,,
11572,,
11573,,
11574,,
11575,,
11576,,
11577,,
11578,,
11579,,
1158,-0.5755277083773676,0.08054534525887712
11580,,
11581,,
11582,,
11583,,
11584,,
11585,,
11586,,
11587,,
11588,,
11589,,
1159,-0.45365416083999366,-0.49936879800436695
11590,,
11591,,
11592,,
11593,,
11594,,
11595,,
11596,,
11597,,
11598,,
11599,,
116,-0.3394614438583638,-0.8907081279809953
1160,-0.43122099145076004,-0.5298205764695408
11600,,
11601,,
11602,,
11603,,
11604,,
11605,,
11606,,
11607,,
11608,,
11609,,
1161,-0.8134451689656309,0.08007634195177515
11610,,
11611,,
11612,,
11613,,
11614,,
11615,,
11616,,
11617,,
11618,,
11619,,
1162,-0.7936692938974286,-0.36428291672167895
11620,,
11621,,
11622,,
11623,,
11624,,
11625,,
11626,,
11627,,
11628,,
11629,,
1163,-1.8775185813986925,-0.31883793628722307
11630,,
11631,,
11632,,
11633,,
11634,,
11635,,
11636,,
11637,,
11638,,
11639,,
1164,-0.4633726935538337,0.04577004339914019
11640,,
11641,,
11642,,
11643,,
11644,,
11645,,
11646,,
11647,,
11648,,
11649,,
1165,-0.3325560142680311,0.07702374875856517
11650,,
11651,,
11652,,
11653,,
11654,,
11655,,
11656,,
11657,,
11658,,
11659,,
1166,-1.4142941510265667,0.0808229531053944
11660,,
11661,,
11662,,
11663,,
11664,,
11665,,
11666,,
11667,,
11668,,
11669,,
1167,-3.2961311594085014,-0.6452576838490317
11670,,
11671,,
11672,,
11673,,
11674,,
11675,,
11676,,
11677,,
11678,,
11679,,
1168,-0.6045252499450636,-1.1903583543458032
11680,,
11681,,
11682,,
11683,,
11684,,
11685,,
11686,,
11687,,
11688,,
11689,,
1169,-0.33388046860759324,-1.1026755977952027
11690,,
11691,,
11692,,
11693,,
11694,,
11695,,
11696,,
11697,,
11698,,
11699,,
117,-0.33938379909029454,0.08033856874376342
1170,-0.6517763624763709,0.0490440326657853
11700,,
11701,,
11702,,
11703,,
11704,,
11705,,
11706,,
11707,,
11708,,
11709,,
1171,-0.33179883650078745,-0.8802667975823579
11710,,
11711,,
11712,,
11713,,
11714,,
11715,,
11716,,
11717,,
11718,,
11719,,
1172,-1.2446331910021518,-1.9015715548131913
11720,,
11721,,
11722,,
11723,,
11724,,
11725,,
11726,,
11727,,
11728,,
11729,,
1173,-0.4383591756023447,-0.08150232546752118
11730,,
11731,,
11732,,
11733,,
11734,,
11735,,
11736,,
11737,,
11738,,
11739,,
1174,-0.5420481297395364,-0.04227706025771015
11740,,
11741,,
11742,,
11743,,
11744,,
11745,,
11746,,
11747,,
11748,,
11749,,
1175,-0.8054221006266411,0.07209873927549382
11750,,
11751,,
11752,,
11753,,
11754,,
11755,,
11756,,
11757,,
11758,,
11759,,
1176,-0.8328093012534531,0.020029418869366496
11760,,
11761,,
11762,,
11763,,
11764,,
11765,,
11766,,
11767,,
11768,,
11769,,
1177,-0.550544941174519,-0.8763641381251868
11770,,
11771,,
11772,,
11773,,
11774,,
11775,,
11776,,
11777,,
11778,,
11779,,
1178,-0.664583764151962,-1.140144764992344
11780,,
11781,,
11782,,
11783,,
11784,,
11785,,
11786,,
11787,,
11788,,
11789,,
1179,-0.32555604871828436,-0.9911857859069321
11790,,
11791,,
11792,,
11793,,
11794,,
11795,,
11796,,
11797,,
11798,,
11799,,
118,-0.3417631908603341,-0.07916085672551401
1180,-0.3765154612080563,-0.24264701210278417
11800,,
11801,,
11802,,
11803,,
11804,,
11805,,
11806,,
11807,,
11808,,
11809,,
1181,-1.2711396944808335,-0.604999753731861
11810,,
11811,,
11812,,
11813,,
11814,,
11815,,
11816,,
11817,,
11818,,
11819,,
1182,-2.174806084312089,0.05687376760725028
11820,,
11821,,
11822,,
11823,,
11824,,
11825,,
11826,,
11827,,
11828,,
11829,,
1183,-0.4873026005015807,-0.5174437017412312
11830,,
11831,,
11832,,
11833,,
11834,,
11835,,
11836,,
11837,,
11838,,
11839,,
1184,-0.817235838066733,0.0802100439913034
11840,,
11841,,
11842,,
11843,,
11844,,
11845,,
11846,,
11847,,
11848,,
11849,,
1185,-0.48670659289090445,0.07747033859741626
11850,,
11851,,
11852,,
11853,,
11854,,
11855,,
11856,,
11857,,
11858,,
11859,,
